"scenario_id","family","slice","slice_membership","paper_anchor","scenario_label","generating_model","generating_link","fitted_model","fitted_link","base_seed","seed_rule","B","alpha","generating_interaction","N","k_trials","chance","age_min","age_max","age_center","beta_intercept","beta_age","beta_group","beta_age_group","beta_main_1_multiplier","beta_main_2_multiplier","varied_parameter","varied_value","J","item_max","theta_sd","beta_x","beta_x_group","x_min","x_max","threshold_shift","n_subjects","target_icc","reference_beta_intercept","reference_beta_group","reference_beta_condition","reference_beta_group_condition","logit_probit_scale","coefficient_scale","beta_condition","beta_group_condition","diagnostic_source_slice","diagnostic_paper_anchor","diagnostic_slice_membership","wrong_fitted_link","wrong_model_label","diagnostic_note","diagnostic","applicable","computed","B_requested","dharma_n_sim","n_attempted","n_successful","detection_count","detection_rate","detection_mc_se","detection_ci_low","detection_ci_high","pseudo_interaction_n_successful","pseudo_interaction_detection_count","pseudo_interaction_detection_rate","pseudo_interaction_mc_se","pseudo_interaction_ci_low","pseudo_interaction_ci_high","aic_delta_n","aic_delta_median","aic_delta_q25","aic_delta_q75","aic_delta_within_two_rate","fit_success_rate","generated_at","atlas_version","run_type"
"D-SS-001","sum_scores","diagnostic_not_defined","diagnostic_not_defined",FALSE,"Middle range","Deterministic graded-response item model","graded logistic latent scale","Observed sum-score identity;Gaussian-probit bounded score;Latent generating scale","identity;probit;identity latent benchmark",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",500,0.05,0,600,,,,,,,,-0.9,,1,1,"threshold_shift",0,9,3,1,0.85,0,-1,1,0,,,,,,,,,,,"diagnostic_not_defined",FALSE,"diagnostic_not_defined",,"No comparable paper diagnostic","The paper does not compare diagnostics for the sum-score models because their response variables/scales do not support a same-likelihood AIC comparison.","DHARMa residual quantiles over fitted values",FALSE,FALSE,0,,0,0,0,,,,,0,0,,,,,0,,,,,,"2026-08-07 13:21:57 UTC","0.1.0","smoke"
"D-SS-001","sum_scores","diagnostic_not_defined","diagnostic_not_defined",FALSE,"Middle range","Deterministic graded-response item model","graded logistic latent scale","Observed sum-score identity;Gaussian-probit bounded score;Latent generating scale","identity;probit;identity latent benchmark",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",500,0.05,0,600,,,,,,,,-0.9,,1,1,"threshold_shift",0,9,3,1,0.85,0,-1,1,0,,,,,,,,,,,"diagnostic_not_defined",FALSE,"diagnostic_not_defined",,"No comparable paper diagnostic","The paper does not compare diagnostics for the sum-score models because their response variables/scales do not support a same-likelihood AIC comparison.","DHARMa residual quantiles over focal predictor",FALSE,FALSE,0,,0,0,0,,,,,0,0,,,,,0,,,,,,"2026-08-07 13:21:57 UTC","0.1.0","smoke"
"D-SS-001","sum_scores","diagnostic_not_defined","diagnostic_not_defined",FALSE,"Middle range","Deterministic graded-response item model","graded logistic latent scale","Observed sum-score identity;Gaussian-probit bounded score;Latent generating scale","identity;probit;identity latent benchmark",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",500,0.05,0,600,,,,,,,,-0.9,,1,1,"threshold_shift",0,9,3,1,0.85,0,-1,1,0,,,,,,,,,,,"diagnostic_not_defined",FALSE,"diagnostic_not_defined",,"No comparable paper diagnostic","The paper does not compare diagnostics for the sum-score models because their response variables/scales do not support a same-likelihood AIC comparison.","DHARMa residual distribution across design cells",FALSE,FALSE,0,,0,0,0,,,,,0,0,,,,,0,,,,,,"2026-08-07 13:21:57 UTC","0.1.0","smoke"
"D-SS-001","sum_scores","diagnostic_not_defined","diagnostic_not_defined",FALSE,"Middle range","Deterministic graded-response item model","graded logistic latent scale","Observed sum-score identity;Gaussian-probit bounded score;Latent generating scale","identity;probit;identity latent benchmark",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",500,0.05,0,600,,,,,,,,-0.9,,1,1,"threshold_shift",0,9,3,1,0.85,0,-1,1,0,,,,,,,,,,,"diagnostic_not_defined",FALSE,"diagnostic_not_defined",,"No comparable paper diagnostic","The paper does not compare diagnostics for the sum-score models because their response variables/scales do not support a same-likelihood AIC comparison.","Pregibon-style added-term link check",FALSE,FALSE,0,,0,0,0,,,,,0,0,,,,,0,,,,,,"2026-08-07 13:21:57 UTC","0.1.0","smoke"
"D-WF-002","within_family","sample_size","diagnostic_anchor;sample_size;severity",TRUE,"Probit-generated manuscript scenario","Random-intercept binomial","probit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,1.5,,-1,,1,1,"",,,,,,,,,,300,0.3,1.5,-1,-1,0,1.65,1,-1,0,"sample_size",TRUE,"diagnostic_anchor;sample_size;severity","logit","Binomial logit GLMM","Exact paper diagnostic anchor uses 300 subjects; probit generated, logit fitted.","AIC favors generating link",TRUE,TRUE,2,25,2,2,2,1,0,0.342380227506653,1,2,1,0.5,0.353553390593274,0.0945312057342307,0.905468794265769,2,8.6418423142004,7.62868513716876,9.65499949123205,0,1,"2026-08-07 13:21:57 UTC","0.1.0","smoke"
"D-WF-002","within_family","sample_size","diagnostic_anchor;sample_size;severity",TRUE,"Probit-generated manuscript scenario","Random-intercept binomial","probit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,1.5,,-1,,1,1,"",,,,,,,,,,300,0.3,1.5,-1,-1,0,1.65,1,-1,0,"sample_size",TRUE,"diagnostic_anchor;sample_size;severity","logit","Binomial logit GLMM","Exact paper diagnostic anchor uses 300 subjects; probit generated, logit fitted.","DHARMa uniformity",TRUE,TRUE,2,25,2,2,0,0,0,0,0.657619772493347,2,1,0.5,0.353553390593274,0.0945312057342307,0.905468794265769,2,8.6418423142004,7.62868513716876,9.65499949123205,0,1,"2026-08-07 13:21:57 UTC","0.1.0","smoke"
"D-WF-002","within_family","sample_size","diagnostic_anchor;sample_size;severity",TRUE,"Probit-generated manuscript scenario","Random-intercept binomial","probit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,1.5,,-1,,1,1,"",,,,,,,,,,300,0.3,1.5,-1,-1,0,1.65,1,-1,0,"sample_size",TRUE,"diagnostic_anchor;sample_size;severity","logit","Binomial logit GLMM","Exact paper diagnostic anchor uses 300 subjects; probit generated, logit fitted.","DHARMa dispersion",TRUE,TRUE,2,25,2,2,0,0,0,0,0.657619772493347,2,1,0.5,0.353553390593274,0.0945312057342307,0.905468794265769,2,8.6418423142004,7.62868513716876,9.65499949123205,0,1,"2026-08-07 13:21:57 UTC","0.1.0","smoke"
"D-WF-002","within_family","sample_size","diagnostic_anchor;sample_size;severity",TRUE,"Probit-generated manuscript scenario","Random-intercept binomial","probit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,1.5,,-1,,1,1,"",,,,,,,,,,300,0.3,1.5,-1,-1,0,1.65,1,-1,0,"sample_size",TRUE,"diagnostic_anchor;sample_size;severity","logit","Binomial logit GLMM","Exact paper diagnostic anchor uses 300 subjects; probit generated, logit fitted.","DHARMa residual quantiles over fitted values",FALSE,FALSE,2,25,2,0,0,,,,,2,1,0.5,0.353553390593274,0.0945312057342307,0.905468794265769,2,8.6418423142004,7.62868513716876,9.65499949123205,0,1,"2026-08-07 13:21:57 UTC","0.1.0","smoke"
"D-WF-002","within_family","sample_size","diagnostic_anchor;sample_size;severity",TRUE,"Probit-generated manuscript scenario","Random-intercept binomial","probit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,1.5,,-1,,1,1,"",,,,,,,,,,300,0.3,1.5,-1,-1,0,1.65,1,-1,0,"sample_size",TRUE,"diagnostic_anchor;sample_size;severity","logit","Binomial logit GLMM","Exact paper diagnostic anchor uses 300 subjects; probit generated, logit fitted.","DHARMa residual quantiles over focal predictor",FALSE,FALSE,2,25,2,0,0,,,,,2,1,0.5,0.353553390593274,0.0945312057342307,0.905468794265769,2,8.6418423142004,7.62868513716876,9.65499949123205,0,1,"2026-08-07 13:21:57 UTC","0.1.0","smoke"
"D-WF-002","within_family","sample_size","diagnostic_anchor;sample_size;severity",TRUE,"Probit-generated manuscript scenario","Random-intercept binomial","probit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,1.5,,-1,,1,1,"",,,,,,,,,,300,0.3,1.5,-1,-1,0,1.65,1,-1,0,"sample_size",TRUE,"diagnostic_anchor;sample_size;severity","logit","Binomial logit GLMM","Exact paper diagnostic anchor uses 300 subjects; probit generated, logit fitted.","DHARMa residual distribution across design cells",TRUE,TRUE,2,25,2,2,0,0,0,0,0.657619772493347,2,1,0.5,0.353553390593274,0.0945312057342307,0.905468794265769,2,8.6418423142004,7.62868513716876,9.65499949123205,0,1,"2026-08-07 13:21:57 UTC","0.1.0","smoke"
"D-WF-002","within_family","sample_size","diagnostic_anchor;sample_size;severity",TRUE,"Probit-generated manuscript scenario","Random-intercept binomial","probit","Binomial logit;Binomial probit","logit;probit",20260807,"seed = (base_seed + stream_offset + scenario_number * 10000 + replication) modulo .Machine$integer.max",300,0.05,0,,15,,,,,1.5,,-1,,1,1,"",,,,,,,,,,300,0.3,1.5,-1,-1,0,1.65,1,-1,0,"sample_size",TRUE,"diagnostic_anchor;sample_size;severity","logit","Binomial logit GLMM","Exact paper diagnostic anchor uses 300 subjects; probit generated, logit fitted.","Pregibon-style added-term link check",TRUE,TRUE,2,25,2,2,2,1,0,0.342380227506653,1,2,1,0.5,0.353553390593274,0.0945312057342307,0.905468794265769,2,8.6418423142004,7.62868513716876,9.65499949123205,0,1,"2026-08-07 13:21:57 UTC","0.1.0","smoke"
